world,institution,mind,closest_paper,theory_benchmark,their_metric,our_metric,gap
auction_house,second_price,independent_dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,second_price,centralized_critic,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,first_price,q_learning,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,first_price,dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,first_price,ppo,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,first_price,independent_dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,first_price,centralized_critic,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,second_price_reserve,q_learning,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,second_price_reserve,dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,second_price_reserve,ppo,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,second_price_reserve,independent_dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,second_price_reserve,centralized_critic,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,clock,q_learning,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,clock,dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,clock,ppo,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,clock,independent_dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,clock,centralized_critic,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,public_signal,q_learning,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,public_signal,dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,public_signal,ppo,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,public_signal,independent_dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,public_signal,centralized_critic,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,noisy_signal,q_learning,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,noisy_signal,dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,noisy_signal,ppo,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,noisy_signal,independent_dqn,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
auction_house,noisy_signal,centralized_critic,Optimal Auctions through Deep Learning: Advances in Differentiable Economics,"truthful Vickrey, shaded first-price, reserve/no-sale benchmark, ex-post regret","revenue, regret, incentive compatibility, efficiency, bidder utility","revenue, efficiency, surplus, welfare, regret, over/underbidding, shading distance",known auction theory recovered inside the same cross-world capability ladder
public_goods,none,q_learning,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,none,dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,none,ppo,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,none,independent_dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,none,centralized_critic,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,penalty_schedule,q_learning,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,penalty_schedule,dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,penalty_schedule,ppo,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,penalty_schedule,independent_dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,penalty_schedule,centralized_critic,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,contribution_matching,q_learning,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,contribution_matching,dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,contribution_matching,ppo,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,contribution_matching,independent_dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,contribution_matching,centralized_critic,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,reputation,q_learning,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,reputation,dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,reputation,ppo,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,reputation,independent_dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,reputation,centralized_critic,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,information_restriction,q_learning,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,information_restriction,dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,information_restriction,ppo,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,information_restriction,independent_dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,information_restriction,centralized_critic,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,tax_schedule,q_learning,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,tax_schedule,dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,tax_schedule,ppo,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,tax_schedule,independent_dqn,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
public_goods,tax_schedule,centralized_critic,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,free-rider/social-optimum policy brackets and collapse diagnostics,"contribution, cooperation, punishment, welfare, sustainability","contribution, extraction, sustainability, welfare, inequality, tax revenue, collapse",separating reward-accounting institutions from state-changing institutions
labor_market,deferred_acceptance,q_learning,"Deferred Acceptance Algorithms: History, Theory, Practice, and Open Questions","truthful deferred acceptance, blocking-pair checks, no profitable proposing-side report deviation","stability, match rate, welfare, regret/manipulation incentives","match rate, stability, truthfulness, welfare, manipulation gain, blocking pairs",learned reporting behavior in an asymmetric-agent world using the shared mind ladder
labor_market,deferred_acceptance,dqn,"Deferred Acceptance Algorithms: History, Theory, Practice, and Open Questions","truthful deferred acceptance, blocking-pair checks, no profitable proposing-side report deviation","stability, match rate, welfare, regret/manipulation incentives","match rate, stability, truthfulness, welfare, manipulation gain, blocking pairs",learned reporting behavior in an asymmetric-agent world using the shared mind ladder
labor_market,deferred_acceptance,ppo,"Deferred Acceptance Algorithms: History, Theory, Practice, and Open Questions","truthful deferred acceptance, blocking-pair checks, no profitable proposing-side report deviation","stability, match rate, welfare, regret/manipulation incentives","match rate, stability, truthfulness, welfare, manipulation gain, blocking pairs",learned reporting behavior in an asymmetric-agent world using the shared mind ladder
labor_market,deferred_acceptance,independent_dqn,"Deferred Acceptance Algorithms: History, Theory, Practice, and Open Questions","truthful deferred acceptance, blocking-pair checks, no profitable proposing-side report deviation","stability, match rate, welfare, regret/manipulation incentives","match rate, stability, truthfulness, welfare, manipulation gain, blocking pairs",learned reporting behavior in an asymmetric-agent world using the shared mind ladder
labor_market,deferred_acceptance,centralized_critic,"Deferred Acceptance Algorithms: History, Theory, Practice, and Open Questions","truthful deferred acceptance, blocking-pair checks, no profitable proposing-side report deviation","stability, match rate, welfare, regret/manipulation incentives","match rate, stability, truthfulness, welfare, manipulation gain, blocking pairs",learned reporting behavior in an asymmetric-agent world using the shared mind ladder
